aggregate_normalized_mse_mean,aggregate_normalized_mse_std,aggregate_normalized_mse_worst_decile,aggregate_normalized_mse_worst_sample,aggregate_pearson_correlation_mean,aggregate_pearson_correlation_std,aggregate_pearson_correlation_worst_decile,aggregate_pearson_correlation_worst_sample,aggregate_power_ratio_mean,aggregate_power_ratio_std,aggregate_power_ratio_worst_decile,aggregate_power_ratio_worst_sample,aggregate_relative_improvement_over_zero_below_2_percent_rate,aggregate_relative_improvement_over_zero_below_5_percent_rate,aggregate_relative_improvement_over_zero_mean,aggregate_relative_improvement_over_zero_median,aggregate_relative_improvement_over_zero_negative_rate,aggregate_relative_improvement_over_zero_nonpositive_rate,aggregate_relative_improvement_over_zero_p05,aggregate_relative_improvement_over_zero_p10,aggregate_relative_improvement_over_zero_std,aggregate_relative_improvement_over_zero_worst,aggregate_relative_improvement_over_zero_worst_decile,aggregate_relative_improvement_over_zero_worst_sample,csi_nmse_mean,csi_nmse_std,csi_nmse_worst_decile,csi_nmse_worst_sample,data_overlap_fraction_mean,data_overlap_fraction_std,data_overlap_fraction_worst_decile,data_overlap_fraction_worst_sample,group,jsr_db,layer7_pearson_correlation_below_2_percent_rate,layer7_pearson_correlation_below_5_percent_rate,layer7_pearson_correlation_mean,layer7_pearson_correlation_median,layer7_pearson_correlation_negative_rate,layer7_pearson_correlation_nonpositive_rate,layer7_pearson_correlation_p05,layer7_pearson_correlation_p10,layer7_pearson_correlation_std,layer7_pearson_correlation_worst,layer7_pearson_correlation_worst_decile,layer7_pearson_correlation_worst_sample,layer7_power_ratio_below_2_percent_rate,layer7_power_ratio_below_5_percent_rate,layer7_power_ratio_mean,layer7_power_ratio_median,layer7_power_ratio_negative_rate,layer7_power_ratio_nonpositive_rate,layer7_power_ratio_p05,layer7_power_ratio_p10,layer7_power_ratio_std,layer7_power_ratio_worst,layer7_power_ratio_worst_decile,layer7_power_ratio_worst_sample,layer7_relative_improvement_over_zero_below_2_percent_rate,layer7_relative_improvement_over_zero_below_5_percent_rate,layer7_relative_improvement_over_zero_mean,layer7_relative_improvement_over_zero_median,layer7_relative_improvement_over_zero_negative_rate,layer7_relative_improvement_over_zero_nonpositive_rate,layer7_relative_improvement_over_zero_p05,layer7_relative_improvement_over_zero_p10,layer7_relative_improvement_over_zero_std,layer7_relative_improvement_over_zero_worst,layer7_relative_improvement_over_zero_worst_decile,layer7_relative_improvement_over_zero_worst_sample,layers1_to_7_relative_improvement_over_zero_below_2_percent_rate,layers1_to_7_relative_improvement_over_zero_below_5_percent_rate,layers1_to_7_relative_improvement_over_zero_mean,layers1_to_7_relative_improvement_over_zero_median,layers1_to_7_relative_improvement_over_zero_negative_rate,layers1_to_7_relative_improvement_over_zero_nonpositive_rate,layers1_to_7_relative_improvement_over_zero_p05,layers1_to_7_relative_improvement_over_zero_p10,layers1_to_7_relative_improvement_over_zero_std,layers1_to_7_relative_improvement_over_zero_worst,layers1_to_7_relative_improvement_over_zero_worst_decile,layers1_to_7_relative_improvement_over_zero_worst_sample,layers6_to_7_relative_improvement_over_zero_below_2_percent_rate,layers6_to_7_relative_improvement_over_zero_below_5_percent_rate,layers6_to_7_relative_improvement_over_zero_mean,layers6_to_7_relative_improvement_over_zero_median,layers6_to_7_relative_improvement_over_zero_negative_rate,layers6_to_7_relative_improvement_over_zero_nonpositive_rate,layers6_to_7_relative_improvement_over_zero_p05,layers6_to_7_relative_improvement_over_zero_p10,layers6_to_7_relative_improvement_over_zero_std,layers6_to_7_relative_improvement_over_zero_worst,layers6_to_7_relative_improvement_over_zero_worst_decile,layers6_to_7_relative_improvement_over_zero_worst_sample,maximum_equalizer_gain_mean,maximum_equalizer_gain_std,maximum_equalizer_gain_worst_decile,maximum_equalizer_gain_worst_sample,pilot_evm_mean,pilot_evm_std,pilot_evm_worst_decile,pilot_evm_worst_sample,pilot_overlap_fraction_mean,pilot_overlap_fraction_std,pilot_overlap_fraction_worst_decile,pilot_overlap_fraction_worst_sample,post_equalization_sinr_db_mean,post_equalization_sinr_db_std,post_equalization_sinr_db_worst_decile,post_equalization_sinr_db_worst_sample,post_equalization_sinr_linear_mean,post_equalization_sinr_linear_std,post_equalization_sinr_linear_worst_decile,post_equalization_sinr_linear_worst_sample,realization_count,realized_received_active_window_jsr_db_mean,realized_received_active_window_jsr_db_std,realized_received_active_window_jsr_db_worst_decile,realized_received_active_window_jsr_db_worst_sample,realized_received_global_jsr_db_mean,realized_received_global_jsr_db_std,realized_received_global_jsr_db_worst_decile,realized_received_global_jsr_db_worst_sample,requested_fraction,snr_db
0.7777966398280114,0.033808219716315646,0.8092268165200949,0.852202296257019,0.43513454258209094,0.03853478701115584,0.39463843684643507,0.3562754327431321,0.23695812583900988,0.03254069443517041,0.20541409752331674,0.1512798396870494,0.0,0.0,0.2222033601719886,0.2201141808182001,0.0,0.0,0.1746970135718584,0.19077318347990513,0.033808219716315646,0.14779770374298096,0.19077318347990513,0.14779770374298096,0.02489481950760819,0.01595929862161477,0.045501142740249634,0.06253402680158615,0.125,0.0,0.125,0.125,same_speaker_unseen_utterance_unseen_channel,-10.0,0.0,0.0,0.32051179371774197,0.30504435300827026,0.0,0.0,0.2550361752510071,0.25640077888965607,0.06480746148381518,0.2519363462924957,0.25640077888965607,0.2519363462924957,0.0,0.0,0.12522270204499364,0.10495754331350327,0.0,0.0,0.08090519160032272,0.08626197651028633,0.05772134453843838,0.0694284439086914,0.08626197651028633,0.0694284439086914,0.0,0.0,0.1057366356253624,0.09312447905540466,0.0,0.0,0.063299760222435,0.06386932730674744,0.046890569140310895,0.06319117546081543,0.06386932730674744,0.06319117546081543,0.0,0.0,0.15695319484387124,0.15282674772398813,0.0,0.0,0.11578300595283508,0.1200378622327532,0.036639496628417936,0.10537834678377424,0.1200378622327532,0.10537834678377424,0.0,0.0,0.10646893829107285,0.10936844348907471,0.0,0.0,0.06539691984653473,0.0757312923669815,0.02523111467070418,0.06401357054710388,0.0757312923669815,0.06401357054710388,13.44804273545742,17.025026481373033,28.514100074768066,71.34192657470703,0.6030284520238638,0.1271521972325168,0.7866854071617126,0.8852209448814392,0.125,0.0,0.125,0.125,-2.000788386568099,3.902406491792762,-7.239217488713344,-10.970187978524939,0.8571765935048461,0.5610426347560907,0.21567720547318459,0.07997996360063553,16,-2.443521149456501,2.8095853033022493,1.5099543929100037,2.2183468341827393,-11.439938843250275,2.7621175279820878,-7.442628383636475,-6.5544281005859375,0.125,5.0
0.7834939837921411,0.06645074393205776,0.8701699003577232,0.8970469757914543,0.42916541366139427,0.07579116220613229,0.3275983268395066,0.2938148658722639,0.21579292565002106,0.06970870819388288,0.1398393262643367,0.09356773365288973,0.0,0.0,0.21650601620785892,0.21296651661396027,0.0,0.0,0.10533247888088226,0.12983009964227676,0.06645074393205776,0.10295302420854568,0.12983009964227676,0.10295302420854568,0.02712806686758995,0.018160824195245458,0.048619965091347694,0.08078613877296448,0.125,0.0,0.125,0.125,seen_utterance_unseen_channel,-10.0,0.0,0.0,0.3493938585743308,0.365668848156929,0.0,0.0,0.15184273943305016,0.15967512130737305,0.141124114362115,0.1413678079843521,0.15967512130737305,0.1413678079843521,0.0,0.25,0.13743844954296947,0.1191910170018673,0.0,0.0,0.03661778662353754,0.0374147891998291,0.096580227101508,0.03476018086075783,0.0374147891998291,0.03476018086075783,0.0625,0.25,0.14132149145007133,0.13302403688430786,0.0,0.0,0.02123403549194336,0.024255573749542236,0.10690345462376429,0.017306745052337646,0.024255573749542236,0.017306745052337646,0.0,0.0,0.1557070745953492,0.14674279945237295,0.0,0.0,0.07089745359761374,0.08335219110761369,0.05679045111442174,0.06212770938873291,0.08335219110761369,0.06212770938873291,0.0625,0.0625,0.12892629764974117,0.12478706240653992,0.0,0.0,0.0523352175951004,0.06871761381626129,0.06430700217073722,0.007875949144363403,0.06871761381626129,0.007875949144363403,26.34216484427452,47.70310893344855,36.80869674682617,206.2633514404297,0.7305238228291273,0.22193043652781916,1.0139794051647186,1.336208701133728,0.125,0.0,0.125,0.125,-5.127765649330268,5.677767611517052,-11.202403960185595,-20.924780221316865,0.5261011063121259,0.43454568297779106,0.09091502986848354,0.008082058280706406,16,-1.3662970857694745,2.9933167674429013,1.7911417484283447,4.112639904022217,-10.453631460666656,2.9048282779158487,-7.200705051422119,-5.497544288635254,0.125,5.0
0.7958758098538965,0.03569913638499147,0.8465349785983562,0.853951096534729,0.42144920805003494,0.0420358032834559,0.36830268148332834,0.3525802828371525,0.21722183625388425,0.03597441315854687,0.1708625057945028,0.15304234018549323,0.0,0.0,0.2041241901461035,0.21408811584115028,0.0,0.0,0.15123656950891018,0.15346502140164375,0.03569913638499147,0.146048903465271,0.15346502140164375,0.146048903465271,0.018000812211539596,0.018219681305765765,0.029684852808713913,0.08255551755428314,0.125,0.0,0.125,0.125,unseen_speaker_unseen_utterance_unseen_channel,-10.0,0.0,0.0,0.29173118993639946,0.29703810811042786,0.0,0.0,0.20089729875326157,0.22192487865686417,0.062018215463211596,0.17314450442790985,0.22192487865686417,0.17314450442790985,0.0,0.0,0.11492492561228573,0.12398458272218704,0.0,0.0,0.05594245623797178,0.06810657121241093,0.03381084034013243,0.05003039538860321,0.06810657121241093,0.05003039538860321,0.0,0.1875,0.08643456548452377,0.08429038524627686,0.0,0.0,0.03514838218688965,0.04319775104522705,0.03721438726727866,0.027424871921539307,0.04319775104522705,0.027424871921539307,0.0,0.0,0.14448519157511847,0.1511716502053397,0.0,0.0,0.09913527326924461,0.10371807643345424,0.032848537184627574,0.08855871643338885,0.10371807643345424,0.08855871643338885,0.0,0.0625,0.08827423304319382,0.08556407690048218,0.0,0.0,0.049364469945430756,0.05159725248813629,0.03275263419806648,0.044358909130096436,0.05159725248813629,0.044358909130096436,10.255018152296543,7.462624286103027,19.96568489074707,30.291950225830078,0.5825391430407763,0.17411583488954419,0.8198639452457428,0.949856698513031,0.125,0.0,0.125,0.125,-1.2719304287757567,4.003608945520997,-5.499249034472228,-9.235156474298822,1.1164086763747036,1.0539446583642933,0.28204305469989777,0.1192571297287941,16,-2.6049491204321384,3.7439432634940633,2.314667582511902,4.409113883972168,-11.59093526005745,3.6001299153335276,-6.840376138687134,-5.377276420593262,0.125,5.0
0.8017285848036408,0.04180281814550341,0.8534596990793943,0.9189727529883385,0.4079747341165785,0.047544491324098326,0.3502015885896981,0.280407277867198,0.22647263002727414,0.03484278870779196,0.17064485454466194,0.1576144676655531,0.0,0.0,0.19827141519635916,0.21141635347157717,0.0,0.0,0.12678299751132727,0.14654030092060566,0.04180281814550341,0.08102724701166153,0.14654030092060566,0.08102724701166153,0.036200564907630906,0.04233490277720579,0.07720405235886574,0.1766517013311386,0.125,0.0,0.125,0.125,same_speaker_unseen_utterance_unseen_channel,-5.0,0.0,0.0,0.25927418703213334,0.2331884577870369,0.0,0.0,0.1246772799640894,0.15514381229877472,0.09893903440906773,0.11404784768819809,0.15514381229877472,0.11404784768819809,0.0,0.125,0.11196368967648596,0.10532164201140404,0.0,0.0,0.0391896883957088,0.05943617224693298,0.05754466316228286,0.02539772354066372,0.05943617224693298,0.02539772354066372,0.25,0.625,0.06988722458481789,0.04663237929344177,0.0625,0.0625,0.005072072148323059,0.011768549680709839,0.06425686749546954,-0.01262974739074707,0.011768549680709839,-0.01262974739074707,0.0,0.0625,0.13891116050737246,0.15525641185896738,0.0,0.0,0.07795910962990352,0.09141052195004054,0.03780270868868254,0.039207594735281806,0.09141052195004054,0.039207594735281806,0.0625,0.3125,0.08000878058373928,0.06926074624061584,0.0,0.0,0.02639976143836975,0.034627765417099,0.047747833730577914,0.009936541318893433,0.034627765417099,0.009936541318893433,10.127251863479614,10.112330260796899,23.802903175354004,37.642333984375,0.7678862232714891,0.21394773023957248,1.0171011984348297,1.366705060005188,0.125,0.0,0.125,0.125,-4.278574943420306,3.9204933297896107,-7.876706630295621,-13.566771428079615,0.5472967033274472,0.5176770913257916,0.1637626439332962,0.04398684948682785,16,3.5411988496780396,3.883230907021537,7.817648887634277,11.355570793151855,-5.379697021096945,4.021587134180173,-0.6009825170040131,2.582857608795166,0.125,5.0
0.7760661657666788,0.047892757997265126,0.8294221851974726,0.8338814601302147,0.43583763868082315,0.05127090815263048,0.3796504233032465,0.3701124703511596,0.2330786765087396,0.05298584459907877,0.17887607333250344,0.15333107998594642,0.0,0.0,0.22393383423332125,0.2150241769850254,0.0,0.0,0.16665172390639782,0.17057781480252743,0.047892757997265126,0.1661185398697853,0.17057781480252743,0.1661185398697853,0.024923716351622716,0.01593585854561142,0.04470435343682766,0.060556504875421524,0.125,0.0,0.125,0.125,seen_utterance_unseen_channel,-5.0,0.0,0.0,0.32584947161376476,0.3209266811609268,0.0,0.0,0.14328228309750557,0.18629494309425354,0.12026526080677923,0.12472136318683624,0.18629494309425354,0.12472136318683624,0.0,0.1875,0.12520616699475795,0.11620166152715683,0.0,0.0,0.030987785663455725,0.035132141783833504,0.07919131960777298,0.02573475055396557,0.035132141783833504,0.02573475055396557,0.0625,0.25,0.11790859699249268,0.10118058323860168,0.0,0.0,0.019782885909080505,0.033969610929489136,0.08755984378515727,0.012390673160552979,0.033969610929489136,0.012390673160552979,0.0,0.0,0.15943178960255214,0.14963514889989582,0.0,0.0,0.11075082421302795,0.11442200200898306,0.04024119476901859,0.10934303488050189,0.11442200200898306,0.10934303488050189,0.0,0.0625,0.11585989408195019,0.1072537899017334,0.0,0.0,0.055109672248363495,0.06771974265575409,0.0528239669243698,0.030159831047058105,0.06771974265575409,0.030159831047058105,9.471102967858315,5.630135346910787,17.81605625152588,22.724382400512695,0.7472024951130152,0.1815027381615333,0.9768342673778534,1.0863041877746582,0.125,0.0,0.125,0.125,-4.184699588751905,3.2745342144920895,-6.906285659262581,-12.651713077051603,0.48648864263668656,0.32255961638752173,0.20388122648000717,0.0543036088347435,16,2.5750583112239838,2.91124259152575,6.1108717918396,6.762303829193115,-6.429732635617256,2.672531215845787,-3.084912419319153,-2.6208348274230957,0.125,5.0
0.8259512528311461,0.026748740134524655,0.860267860814929,0.8686097115278244,0.376196920638904,0.03859508352084951,0.31960243498906493,0.3112003989517689,0.19903703886666335,0.024058189562970494,0.17431542498525232,0.14814543793909252,0.0,0.0,0.17404874716885388,0.17722303979098797,0.0,0.0,0.1339981136843562,0.139732139185071,0.026748740134524655,0.1313902884721756,0.139732139185071,0.1313902884721756,0.03380527748959139,0.016266683847511655,0.05532868020236492,0.06762229651212692,0.125,0.0,0.125,0.125,unseen_speaker_unseen_utterance_unseen_channel,-5.0,0.0,0.0,0.2514837058261037,0.25193537026643753,0.0,0.0,0.146753191947937,0.1591804102063179,0.0770869072575522,0.12146925926208496,0.1591804102063179,0.12146925926208496,0.0,0.0625,0.10755972168408334,0.10181030631065369,0.0,0.0,0.061338805593550205,0.07281892374157906,0.035753284289783686,0.03154454007744789,0.07281892374157906,0.03154454007744789,0.25,0.4375,0.06098273769021034,0.055042147636413574,0.0,0.0,0.004023656249046326,0.0081900954246521,0.046447206926958994,0.0017807483673095703,0.0081900954246521,0.0017807483673095703,0.0,0.0,0.10997987166047096,0.1138414740562439,0.0,0.0,0.06957009647573743,0.07720033611570085,0.028906799524927307,0.05224194696971348,0.07720033611570085,0.05224194696971348,0.0,0.4375,0.07060666754841805,0.06481127440929413,0.0,0.0,0.03523988276720047,0.0371062308549881,0.0347307071780145,0.031161785125732422,0.0371062308549881,0.031161785125732422,7.931519716978073,5.8397523313491755,13.66728401184082,26.013744354248047,0.8516336493194103,0.24745745386373286,1.2394435405731201,1.4153202772140503,0.125,0.0,0.125,0.125,-3.911314634495129,2.271002690363973,-6.8346635011610735,-7.991412945696218,0.46412189677357674,0.24019756144592938,0.20746129006147385,0.15880300104618073,16,4.242598147131503,2.6240499376943838,7.3832314014434814,9.751140594482422,-4.527824150398374,2.5594193196804884,-1.1327894032001495,0.19943192601203918,0.125,5.0
0.8376499520381913,0.032923954257304336,0.8735945336520672,0.9002379886806011,0.3550422029220499,0.04158271833596381,0.3144927795510739,0.26639895932748914,0.2069942870293744,0.029102062204041674,0.1761115074623376,0.17131597502157092,0.0,0.0,0.16235004796180874,0.16002643294632435,0.0,0.0,0.11887455265969038,0.12640546634793282,0.032923954257304336,0.09976201131939888,0.12640546634793282,0.09976201131939888,0.09101237379945815,0.08390596283265099,0.17370017617940903,0.36061179637908936,0.125,0.0,0.125,0.125,same_speaker_unseen_utterance_unseen_channel,0.0,0.0,0.125,0.172444254392758,0.1562098115682602,0.0,0.0,0.031154501251876354,0.05286027677357197,0.09700769828119288,0.029539428651332855,0.05286027677357197,0.029539428651332855,0.0,0.3125,0.08469906786922365,0.09402165189385414,0.0,0.0,0.02447738079354167,0.030624255537986755,0.04104540591425891,0.024255840107798576,0.030624255537986755,0.024255840107798576,0.5625,0.75,0.02286430075764656,0.00854569673538208,0.3125,0.3125,-0.03845331072807312,-0.03464406728744507,0.04745810380722296,-0.04655635356903076,-0.03464406728744507,-0.04655635356903076,0.0625,0.0625,0.09377071766981057,0.09093148793492999,0.0,0.0,0.04935392737388611,0.06314367055892944,0.03179468430902018,0.015102156570979528,0.06314367055892944,0.015102156570979528,0.5625,0.6875,0.024149561300873756,0.017504960298538208,0.25,0.25,-0.03760617971420288,-0.022368520498275757,0.04400687412364693,-0.06766122579574585,-0.022368520498275757,-0.06766122579574585,8.08864263445139,5.185767647082655,14.937145233154297,17.533559799194336,1.1795895881950855,0.299094363657293,1.5217868089675903,1.9099690914154053,0.125,0.0,0.125,0.125,-6.289704959865965,2.834079458254888,-9.688716066551402,-10.335972416526424,0.29503597412258387,0.2198505889233341,0.10778150707483292,0.09255561232566833,16,9.768050789833069,2.448148693023336,12.630960464477539,13.455900192260742,0.6697349500609562,2.556844433702425,3.7262779474258423,4.529090881347656,0.125,5.0
0.8345646572997794,0.0439786498450978,0.8873568400740623,0.9079751223325729,0.3684093322372064,0.05218087511595851,0.30406573275104165,0.26788964215666056,0.20125108798674773,0.050253572778186414,0.14207451092079282,0.1126609337516129,0.0,0.0,0.16543534270022064,0.16154392156749964,0.0,0.0,0.0951639674603939,0.11264315992593765,0.0439786498450978,0.09202487766742706,0.11264315992593765,0.09202487766742706,0.07800724473781884,0.03782702375028523,0.13211920112371445,0.15072135627269745,0.125,0.0,0.125,0.125,seen_utterance_unseen_channel,0.0,0.0,0.0,0.25050826696678996,0.1867346167564392,0.0,0.0,0.0907268188893795,0.10311642289161682,0.15167035790817834,0.055576391518116,0.10311642289161682,0.055576391518116,0.0,0.125,0.1192049547098577,0.10482004284858704,0.0,0.0,0.02987514901906252,0.0412512943148613,0.0756851213977838,0.02714676409959793,0.0412512943148613,0.02714676409959793,0.5,0.5625,0.07383836805820465,0.026664376258850098,0.25,0.25,-0.01771831512451172,-0.009174764156341553,0.10655258940573732,-0.037070274353027344,-0.009174764156341553,-0.037070274353027344,0.0,0.0625,0.10495041949408396,0.1033276276929038,0.0,0.0,0.05676613109452384,0.06380143335887364,0.03317511387427353,0.04600974491664341,0.06380143335887364,0.04600974491664341,0.125,0.4375,0.07302873767912388,0.06297075748443604,0.0625,0.0625,0.0012600943446159363,0.016108617186546326,0.055986122084649474,-0.00814509391784668,0.016108617186546326,-0.00814509391784668,7.671630159020424,7.0433224413434425,10.896324157714844,32.72016525268555,1.23207813128829,0.35877068952440716,1.7044950723648071,1.8691446781158447,0.125,0.0,0.125,0.125,-6.109655099863044,2.701952667928634,-8.903674206346636,-10.084793185796372,0.29815780417993665,0.18976352651974465,0.1287502869963646,0.09806650131940842,16,10.027511894702911,2.4212903422817114,13.112264156341553,13.58430290222168,0.8738027922809124,2.2195264242423716,3.4858922958374023,3.693150281906128,0.125,5.0
0.8567200533580035,0.035006289795744674,0.8922464363276958,0.9545833915472031,0.33680655018542893,0.04686146723243061,0.28332109889015555,0.225508077070117,0.19521879467356484,0.021930163118486924,0.17115378705784678,0.1493569570593536,0.0,0.0625,0.1432799466419965,0.1501926053315401,0.0,0.0,0.08588269911706448,0.10775356367230415,0.035006289795744674,0.045416608452796936,0.10775356367230415,0.045416608452796936,0.07366721041034907,0.03482543914078051,0.11309372261166573,0.13269060850143433,0.125,0.0,0.125,0.125,unseen_speaker_unseen_utterance_unseen_channel,0.0,0.0625,0.0625,0.17433611769229174,0.17111774533987045,0.0,0.0,0.06886235997080803,0.09839845448732376,0.07380281508408795,0.010098032653331757,0.09839845448732376,0.010098032653331757,0.0,0.125,0.09399257542099804,0.09981678798794746,0.0,0.0,0.03161001531407237,0.050419365987181664,0.03211646650175758,0.03096485324203968,0.050419365987181664,0.03096485324203968,0.5625,0.8125,0.01679733395576477,0.01058533787727356,0.25,0.25,-0.03539636731147766,-0.03017944097518921,0.036671932929628656,-0.0452197790145874,-0.03017944097518921,-0.0452197790145874,0.0625,0.1875,0.08198145244802747,0.08557615535599844,0.0625,0.0625,0.02863005442278726,0.0456882289477757,0.03674894585366125,-0.017228433064052036,0.0456882289477757,-0.017228433064052036,0.5625,0.6875,0.027262521907687187,0.011744216084480286,0.375,0.375,-0.019721291959285736,-0.013605296611785889,0.03958305773953108,-0.01992189884185791,-0.013605296611785889,-0.01992189884185791,15.740453220903873,36.152756264480146,12.777708530426025,154.93154907226562,1.1723561845719814,0.35310563546165424,1.60980623960495,1.9691323041915894,0.125,0.0,0.125,0.125,-5.270528133351633,3.306140851879415,-9.62155006799128,-10.271410179412424,0.401971569750458,0.34325812575480863,0.1096360869705677,0.0939418226480484,16,9.588385790586472,3.3920655015330907,14.326481819152832,16.387481689453125,0.49614140624180436,3.3846448706628944,4.929998874664307,6.878785133361816,0.125,5.0
0.7578585270093754,0.02220510259568547,0.7890410162508488,0.793723214417696,0.46232092939317226,0.021806195961363777,0.4385802876204252,0.4336714409291744,0.26070418034214526,0.02055578328591539,0.23503188183531165,0.2189106047153473,0.0,0.0,0.2421414729906246,0.24200855568051338,0.0,0.0,0.20762355905026197,0.21095898374915123,0.02220510259568547,0.206276785582304,0.21095898374915123,0.206276785582304,0.010177525400649756,0.005689495463261556,0.020000947639346123,0.022297069430351257,0.125,0.0,0.125,0.125,same_speaker_unseen_utterance_unseen_channel,-10.0,0.0,0.0,0.32270066998898983,0.32108812034130096,0.0,0.0,0.1986381784081459,0.22833042591810226,0.08074859326058666,0.17678575217723846,0.22833042591810226,0.17678575217723846,0.0,0.0,0.14596774661913514,0.14220069348812103,0.0,0.0,0.06277530826628208,0.0674629732966423,0.06339308397473287,0.052321091294288635,0.0674629732966423,0.052321091294288635,0.0,0.125,0.10686346516013145,0.10125881433486938,0.0,0.0,0.03694446384906769,0.047692567110061646,0.05574716391376725,0.028596222400665283,0.047692567110061646,0.028596222400665283,0.0,0.0,0.1771793338869299,0.17422255873680115,0.0,0.0,0.14795279928616115,0.15355407340185984,0.021829437955442926,0.1472270062991551,0.15355407340185984,0.1472270062991551,0.0625,0.0625,0.11045451276004314,0.11018769443035126,0.0,0.0,0.044469669461250305,0.05849000811576843,0.04651021631883788,0.017435282468795776,0.05849000811576843,0.017435282468795776,12.356343612074852,10.190671175748724,18.908711433410645,47.13016128540039,0.4764768108725548,0.12444568533140951,0.6397236585617065,0.8136695027351379,0.125,0.0,0.125,0.125,-0.6952789318103029,2.8172960992588654,-4.494796791960433,-7.184203225894166,1.0146148335188627,0.5410356602387723,0.39208468049764633,0.19124041497707367,16,-0.6425962132634595,3.0636523236080526,2.5702093839645386,6.342230796813965,-9.770510613918304,3.0798670455218455,-6.357882022857666,-2.463453769683838,0.125,10.0
